ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
chipiyu-fungus-sp,yab,chipiyu,,n,fungus.sp,chipiyu,,,,,
waimuja-speak-neg,yab,waimuja,,vi,speak-NEG,waimu ja,,,,,
nepiri-bring-ipfv,yab,nepïrï,,vt,bring-IPFV,nepï rï,,,,,
tari-say-acnnmlz,yab,tari,,n,say-ACNNMLZ,ta ri,,,,,
yeke-tooth-prop,yab,yeke,,adv,tooth-PROP,ye ke,,,,,
tepo-3-loc,yab,tëpo,,postp,3-LOC,të po,,,,,
kune-cook-ipfv,yab,kunë,,vt,cook-IPFV,kunë ∅,,,,,
moroni-pain,yab,moroni,,n,pain,moroni,,,,,
yu-lk-starchy-food-pert,yab,yu,,n,LK-starchy_food-PERT,y u ∅,,,,,
tapojtepori-3p-want-des-ipfv,yab,tapojtëpori,,vt,3P-want-DES-IPFV,ta pojtë po ri,,,,,
ej-1-2,yab,ej,,pn,1+2,ej,,,,,
pakara-basket,yab,pakara,,n,basket,pakara,,,,,
pikapeke-peel-prog-tr,yab,pikapëkë,,vt,peel-PROG.TR,pika pëkë,,,,,
wenkepiri-forget-ipfv,yab,wënkepïrï,,vi,forget-IPFV,wënkepï rï,,,,,
warotasemi-work-ptcp-nmlz,yab,warotasemï,,n,work-PTCP-NMLZ,warota se mï,,,,,
yawakija-grate-neg,yab,yawakïja,,vt,grate-NEG,yawakï ja,,,,,
yamaneja-make-neg,yab,yamanëja,,vt,make-NEG,yamanë ja,,,,,
najmoton-grandmother-pl,yab,najmoton,,n,grandmother-PL,najmo ton,,,,,
sawankuitojpano-die-fut-concl,yab,sawankuitojpano,,vi,die-FUT.CONCL,sawankui tojpano,,,,,
warota-work-acnnmlz,yab,warota,,n,work-ACNNMLZ,warota ∅,,,,,
wejyaka-into-house-of,yab,wejyaka,,postp,into_house_of,wejyaka,,,,,
warotapeke-work-prog-tr,yab,warotapëkë,,vi,work-PROG.TR,warota pëkë,,,,,
sereri-bitter-manioc-pert,yab,sereri,,n,bitter_manioc-PERT,sere ri,,,,,
i-put-acnnmlz,yab,i,,n,put-ACNNMLZ,i ∅,,,,,
terepun-3-sick-pert,yab,terepun,,n,3-sick-PERT,t erepun ∅,,,,,
emo-2-father,yab,ëmo,,n,2-father,ë mo,,,,,
naijtopo-do-circ-nmlz,yab,naijtopo,,n,do-CIRC.NMLZ,naij topo,,,,,
warotane-work-inf,yab,warotanë,,n,work-INF,warota në,,,,,
senkapetijpe-finish-plur-pst,yab,sënkapëtijpë,,vi,finish-PLUR-PST,sënka pëti jpë,,,,,
warotakem-work-acnnmlz-prop-nmlz,yab,warotakem,,adv,work-ACNNMLZ-PROP-NMLZ,warota ∅ ke m,,,,,
sempinuku-close-eyes-acnnmlz,yab,sëmpinuku,,n,close_eyes-ACNNMLZ,sëmpinuku ∅,,,,,
maketon-mom-pl,yab,makëton,,n,mom-PL,makë ton,,,,,
senkapejse-finish-plur-pst,yab,sënkapëjse,,vi,finish-PLUR-PST,sënka pëj se,,,,,
papatom-father-pl,yab,papatom,,n,father-PL,papa tom,,,,,
najpitom-grandfather-pl,yab,najpïtom,,n,grandfather-PL,najpï tom,,,,,
werewere-mosquito-sp,yab,werewere,,n,mosquito_sp.,werewere,,,,,
semaja-die-neg,yab,sëmaja,,vi,die-NEG,sëma ja,,,,,
ketaja-stink-neg,yab,këtaja,,vi,stink-NEG,këta ja,,,,,
tajtojpano-say-fut-concl,yab,tajtojpano,,vt,say-FUT.CONCL,taj tojpano,,,,,
watiri-burn-ipfv,yab,watïrï,,vi,burn-IPFV,watï rï,,,,,
nwapeke-glute-about,yab,nwapëkë,,postp,glute-about,nwa pëkë,,,,,
yeniri-drink-ipfv-1,yab,yënïrï,,vt,drink-IPFV,yënï rï,,,,,
ijmojkapeke-cook-prog-tr,yab,ijmojkapëkë,,vt,cook-PROG.TR,ijmojka pëkë,,,,,
wajsaj-burn-abs-nmlz,yab,wajsaj,,n,burn-ABS.NMLZ,waj saj,,,,,
ijmojkasemi-cook-ptcp-nmlz,yab,ijmojkasemï,,n,cook-PTCP-NMLZ,ijmojka se mï,,,,,
ijmojkasem-cook-ptcp-nmlz,yab,ijmojkasem,,n,cook-PTCP-NMLZ,ijmojka se m,,,,,
ijmojka-cook-acnnmlz,yab,ijmojka,,n,cook-ACNNMLZ,ijmojka ∅,,,,,
wurijyantomo-woman-pl,yab,wurijyantomo,,n,woman-PL,wurijyan tomo,,,,,
wejsaj-cop-abs-nmlz,yab,wejsaj,,n,COP-ABS.NMLZ,wej saj,,,,,
wepijpe-come-pst,yab,wepïjpë,,vi,come-PST,wepï jpë,,,,,
minteno-there-loc-nmlz,yab,mïntëno,,n,there.LOC-NMLZ,mïntë no,,,,,
merisiyo-m,yab,merisiyo,,n,M.,merisiyo,,,,,
warotajpe-work-pst,yab,warotajpë,,vi,work-PST,warota jpë,,,,,
javier-j,yab,javier,,n,J.,javier,,,,,
yeseti-lk-name-pert,yab,yeseti,,n,LK-name-PERT,y ese ti,,,,,
tuni-give-agtnmlz,yab,tuni,,n,give-AGTNMLZ,tu ni,,,,,
ron-rum,yab,ron,,n,rum,ron,,,,,
inteke-see-pl-imp,yab,intëkë,,vt,see-PL-IMP,in të kë,,,,,
wejkapetiri-fall-plur-ipfv,yab,wëjkapëtiri,,vi,fall-PLUR-IPFV,wëjka pëti ri,,,,,
yapejpo-grab-des-ipfv,yab,yapëjpo,,vt,grab-DES-IPFV,yapëj po ∅,,,,,
wejkaja-fall-neg,yab,wëjkaja,,vi,fall-NEG,wëjka ja,,,,,
montomo-2pl-pro,yab,montomo,,pn,2PL.PRO,montomo,,,,,
wejkapeti-fall-plur-ipfv,yab,wëjkapëti,,vi,fall-PLUR-IPFV,wëjka pëti ∅,,,,,
karasakemi-white-nmlz,yab,karasakemï,,n,white-NMLZ,karasake mï,,,,,
margarita-m,yab,margarita,,n,M.,margarita,,,,,
asakeno-two-nmlz,yab,asakëno,,n,two-NMLZ,asakë no,,,,,
antonio-a,yab,antonio,,n,A.,antonio,,,,,
yawankajpe-kill-pst,yab,yawankajpë,,vt,kill-PST,yawanka jpë,,,,,
tapejmajpe-3p-bewitch-pst,yab,tapejmajpë,,vt,3P-bewitch-PST,ta pejma jpë,,,,,
taiche-3p-put-pst,yab,taiche,,vt,3P-put-PST,ta i che,,,,,
isere-3-bitter-manioc-pert,yab,isere,,n,3-bitter_manioc-PERT,i sere ∅,,,,,
wejtojpe-come-purp,yab,wejtojpe,,advl,come-PURP,wej tojpe,,,,,
yawakanijpe-sow-agtnmlz-pst,yab,yawakanijpë,,n,sow-AGTNMLZ-PST,yawaka ni jpë,,,,,
pajarito-p,yab,pajarito,,n,P.,pajarito,,,,,
tajtopo-say-circ-nmlz,yab,tajtopo,,n,say-CIRC.NMLZ,taj topo,,,,,
yakucho-p-a,yab,yakucho,,n,P._A.,yakucho,,,,,
ipojpe-put-des-pst,yab,ipojpë,,vt,put-DES-PST,i po jpë,,,,,
semase-die-sup,yab,sëmase,,adv,die-SUP,sëma se,,,,,
warota-work-ipfv,yab,warota,,vi,work-IPFV,warota ∅,,,,,
ijtepejse-3-go-plur-pst,yab,ijtëpëjse,,vi,3-go-PLUR-PST,ij të pëj se,,,,,
ijtepejsaj-3-go-plur-pfv,yab,ijtëpëjsaj,,vi,3-go-PLUR-PFV,ij të pëj saj,,,,,
ijte-there,yab,ijtë,,part,there,ijtë,,,,,
warotase-work-sup,yab,warotase,,adv,work-SUP,warota se,,,,,
yipiri-mountain-pert,yab,yïpïrï,,n,mountain-PERT,yïpï rï,,,,,
tasojpase-3p-take-out-pst,yab,tasojpase,,vt,3P-take_out-PST,ta sojpa se,,,,,
sojpa-take-out-ipfv,yab,sojpa,,vt,take_out-IPFV,sojpa ∅,,,,,
kasajpe-fruit-pit,yab,kasajpë,,n,fruit_pit,kasajpë,,,,,
saku-sweet-potato,yab,saku,,n,sweet_potato,saku,,,,,
apuni-soap,yab,apuni,,n,soap,apuni,,,,,
wepi-come-acnnmlz,yab,wepï,,n,come-ACNNMLZ,wepï ∅,,,,,
teja-go-neg,yab,tëja,,vi,go-NEG,të ja,,,,,
winiki-sleep-acnnmlz,yab,wïnïkï,,n,sleep-ACNNMLZ,wïnïkï ∅,,,,,
sejpetiri-dream-ipfv,yab,sejpëtiri,,vi,dream-IPFV,sejpëti ri,,,,,
sejpejse-dream-pst,yab,sejpëjse,,vi,dream-PST,sejpëj se,,,,,
tejrama-go-proh,yab,tëjrama,,vi,go-PROH,të jrama,,,,,
sejke-be-imp,yab,sejkë,,vi,be.IMP,sejkë,,,,,
waimu-language-pert,yab,waimu,,n,language-PERT,waimu ∅,,,,,
wara-like,yab,wara,,postp,like,wara,,,,,
ammm-um,yab,ammm,,intj,um,ammm,,,,,
yojse-eat-starch-pst,yab,yojse,,vt,eat(starch)-PST,yoj se,,,,,
tainiri-3p-see-ipfv,yab,tainiri,,vt,3P-see-IPFV,ta ini ri,,,,,
sejpeti-dream-acnnmlz,yab,sejpëti,,n,dream-ACNNMLZ,sejpëti ∅,,,,,
yakaramari-tell-ipfv,yab,yakaramari,,vt,tell-IPFV,yakarama ri,,,,,
sejpejse-dream-sup,yab,sejpëjse,,adv,dream-SUP,sejpëj se,,,,,
ejnomo-ejnomo,yab,ejnomo,,n,ejnomo,ejnomo,,,,,
yapichiri-grab-ipfv,yab,yapïchiri,,vt,grab-IPFV,yapïchi ri,,,,,
yakiri-lk-worm-pert,yab,yakïrï,,n,LK-worm-PERT,y akï rï,,,,,
yawoton-lk-uncle-pert-pl,yab,yawoton,,n,LK-uncle-PERT-PL,y awo ∅ ton,,,,,
yapichijpe-grab-pst,yab,yapïchijpë,,vt,grab-PST,yapïchi jpë,,,,,
tejpe-go-pst,yab,tëjpë,,vi,go-PST,të jpë,,,,,
sejpetijpe-dream-pst,yab,sejpëtijpë,,vi,dream-PST,sejpëti jpë,,,,,
tayakarama-3p-tell-ipfv,yab,tayakarama,,vt,3P-tell-IPFV,ta yakarama ∅,,,,,
ati-plot-of-cultivated-land,yab,ati,,n,plot_of_cultivated_land,ati,,,,,
yakete-cut-ipfv,yab,yakëtë,,vt,cut-IPFV,yakëtë ∅,,,,,
ye-tooth-pert,yab,yë,,n,tooth-PERT,yë ∅,,,,,
wejkari-fall-ipfv,yab,wëjkari,,vi,fall-IPFV,wëjka ri,,,,,
wejka-fall-ipfv,yab,wëjka,,vi,fall-IPFV,wëjka ∅,,,,,
esematojpano-die-fut-concl,yab,ësëmatojpano,,vi,die-FUT.CONCL,ësëma tojpano,,,,,
sojpasemi-take-out-ptcp-nmlz,yab,sojpasemï,,n,take_out-PTCP-NMLZ,sojpa se mï,,,,,
chiri-cop-ipfv,yab,chiri,,vi,COP-IPFV,chi ri,,,,,
yakereti-lk-relative-pert-1,yab,yakërëti,,n,LK-relative-PERT,y akërë ti,,,,,
inijpe-see-pst-acnnmlz,yab,inijpë,,n,see-PST.ACNNMLZ,ini jpë,,,,,
chiyakono-friend-pert,yab,chiyakono,,n,friend-PERT,chiyakono ∅,,,,,
sema-die-ipfv,yab,sëma,,vi,die-IPFV,sëma ∅,,,,,
semari-die-ipfv,yab,sëmari,,vi,die-IPFV,sëma ri,,,,,
yaketese-cut-pst,yab,yakëtëse,,vt,cut-PST,yakëtë se,,,,,
yemese-eat-fruits-eggs-soup-pst,yab,yemese,,vt,eat(fruits_eggs_soup)-PST,yeme se,,,,,
sematojpano-die-fut-concl,yab,sëmatojpano,,vi,die-FUT.CONCL,sëma tojpano,,,,,
yakerejtomo-lk-relative-pert-pl,yab,yakerejtomo,,n,LK-relative-PERT-PL,y akere j tomo,,,,,
sematopo-die-circ-nmlz,yab,sëmatopo,,n,die-CIRC.NMLZ,sëma topo,,,,,
wejtojpe-cop-fut,yab,wejtojpe,,vi,COP-FUT,wej tojpe,,,,,
yakerej-lk-relative-pert-1,yab,yakërëj,,n,LK-relative-PERT,y akërë j,,,,,
maniki-rel-anim-1,yab,manïkï,,part,REL.ANIM,manïkï,,,,,
wejkajpe-fall-pst,yab,wëjkajpë,,vi,fall-PST,wëjka jpë,,,,,
ijpu-summit,yab,ijpu,,n,summit,ijpu,,,,,
sejpeti-dream-ipfv,yab,sejpëti,,vi,dream-IPFV,sejpëti ∅,,,,,
wejkase-fall-sup,yab,wëjkase,,adv,fall-SUP,wëjka se,,,,,
taitaja-3p-hear-neg,yab,taitaja,,vt,3P-hear-NEG,ta ita ja,,,,,
enire-now,yab,enirë,,adv,now,enirë,,,,,
winijse-sleep-pst,yab,wïnïjse,,vi,sleep-PST,wïnïj se,,,,,
empampori-learn-des-ipfv,yab,ëmpampori,,vi,learn-DES-IPFV,ëmpam po ri,,,,,
intojpe-see-purp,yab,intojpe,,advl,see-PURP,in tojpe,,,,,
iche-put-pst,yab,iche,,vt,put-PST,i che,,,,,
pojtepori-want-des-ipfv,yab,pojtëpori,,vt,want-DES-IPFV,pojtë po ri,,,,,
winijpo-sleep-des-ipfv,yab,wïnïjpo,,vi,sleep-DES-IPFV,wïnïj po ∅,,,,,
asamopeke-cry-prog-tr,yab,asamopëkë,,vi,cry-PROG.TR,asamo pëkë,,,,,
yejwetunu-lk-sick-pert,yab,yejwetunu,,n,LK-sick-PERT,y ejwetunu ∅,,,,,
nemeri-leave-ipfv,yab,nëmëri,,vt,leave-IPFV,nëmë ri,,,,,
neto-n,yab,neto,,n,N.,neto,,,,,
tapojte-3p-want-ipfv,yab,tapojtë,,vt,3P-want-IPFV,ta pojtë ∅,,,,,
pojte-want-ipfv,yab,pojtë,,vt,want-IPFV,pojtë ∅,,,,,
araya-monkey-spider,yab,araya,,n,monkey_spider,araya,,,,,
kune-cook-acnnmlz,yab,kunë,,n,cook-ACNNMLZ,kunë ∅,,,,,
parujpe-broth,yab,parujpë,,n,broth,parujpë,,,,,
yipi-mountain,yab,yïpï,,n,mountain,yïpï,,,,,
tayapichiri-3p-grab-ipfv,yab,tayapïchiri,,vt,3P-grab-IPFV,ta yapïchi ri,,,,,
nai-do-acnnmlz,yab,nai,,n,do-ACNNMLZ,nai ∅,,,,,
iyeri-3-tooth-pert,yab,iyëri,,n,3-tooth-PERT,i yë ri,,,,,
yekemi-tooth-prop-nmlz,yab,yekemï,,n,tooth-PROP-NMLZ,ye ke mï,,,,,
yeri-tooth-pert,yab,yëri,,n,tooth-PERT,yë ri,,,,,
chuk-smack,yab,chuk,,ideo,smack,chuk,,,,,
yojtopo-eat-starch-circ-nmlz,yab,yojtopo,,n,eat(starch)-CIRC.NMLZ,yoj topo,,,,,
tayapichi-3p-grab-ipfv,yab,tayapïchi,,vt,3P-grab-IPFV,ta yapïchi ∅,,,,,
kori-brassolis-sophorae,yab,korï,,n,brassolis_sophorae,korï,,,,,
yotijpe-lk-meat-pert-pst,yab,yotijpë,,n,LK-meat-PERT-PST,y oti ∅ jpë,,,,,
sawankuijpe-die-pst,yab,sawankuijpë,,vi,die-PST,sawankui jpë,,,,,
teri-go-ipfv,yab,tëri,,vi,go-IPFV,të ri,,,,,
chayi-son,yab,chayi,,n,son,chayi,,,,,
pata-village-pert,yab,pata,,n,village-PERT,pata ∅,,,,,
iyajteke-care-for-imp,yab,iyajtëkë,,vt,care_for-IMP,iyajtë kë,,,,,
tajnontomo-piaroa-pl,yab,tajnontomo,,n,Piaroa-PL,tajnon tomo,,,,,
nono-earth-pert,yab,nono,,n,earth-PERT,nono ∅,,,,,
warotatojpe-work-purp,yab,warotatojpe,,advl,work-PURP,warota tojpe,,,,,
inajmo-3-grandmother-pert,yab,inajmo,,n,3-grandmother-PERT,i najmo ∅,,,,,
ijteja-3-go-neg,yab,ijtëja,,vi,3-go-NEG,ij të ja,,,,,
pojteri-want-ipfv,yab,pojtëri,,vt,want-IPFV,pojtë ri,,,,,
ijte-3-go-ipfv,yab,ijtë,,vi,3-go-IPFV,ij të ∅,,,,,
mujnajtejpe-bury-pst,yab,mujnajtëjpë,,vt,bury-PST,mujnajtë jpë,,,,,
ayakono-2-younger-sister-of-woman-pert,yab,ayakono,,n,2-younger_sister_of_woman-PERT,ay akono ∅,,,,,
puriri-older-pert,yab,puriri,,n,older-PERT,puri ri,,,,,
tapojtejpe-3p-want-pst,yab,tapojtëjpë,,vt,3P-want-PST,ta pojtë jpë,,,,,
ipuriri-3-older-pert,yab,ipuriri,,n,3-older-PERT,i puri ri,,,,,
takinori-3-younger-brother-pert,yab,takinori,,n,3-younger_brother-PERT,t akino ri,,,,,
awo-uncle,yab,awo,,n,uncle,awo,,,,,
nonorijpe-earth-pert-pst,yab,nonorijpë,,n,earth-PERT-PST,nono ri jpë,,,,,
semekiri-defend-ipfv,yab,semekïrï,,vt,defend-IPFV,semekï rï,,,,,
ayakonotomo-2-younger-sister-of-woman-pert-pl,yab,ayakonotomo,,n,2-younger_sister_of_woman-PERT-PL,ay akono ∅ tomo,,,,,
pojteke-want-imp,yab,pojtëkë,,vt,want-IMP,pojtë kë,,,,,
taise-3p-put-pst,yab,taise,,vt,3P-put-PST,ta i se,,,,,
rokotase-become-crazy-pst,yab,rokotase,,vi,become_crazy-PST,rokota se,,,,,
sukasemi-all-nmlz,yab,sukasemï,,n,all-NMLZ,sukase mï,,,,,
nankaja-find-neg,yab,nankaja,,vt,find-NEG,nanka ja,,,,,
nankajpe-find-pst,yab,nankajpë,,vt,find-PST,nanka jpë,,,,,
yejpejpe-bone-pst,yab,yëjpëjpë,,n,bone-PST,yëjpë jpë,,,,,
tanemejpe-3p-leave-pst,yab,tanëmëjpë,,vt,3P-leave-PST,ta nëmë jpë,,,,,
tutojpe-give-purp,yab,tutojpe,,advl,give-PURP,tu tojpe,,,,,
tayamanijpe-3p-make-pst,yab,tayamanijpë,,vt,3P-make-PST,ta yamani jpë,,,,,
tayujwari-3p-burn-ipfv,yab,tayujwari,,vt,3P-burn-IPFV,ta yujwa ri,,,,,
nankajpe-find-pst-acnnmlz,yab,nankajpë,,n,find-PST.ACNNMLZ,nanka jpë,,,,,
eki-chicha,yab,ëkï,,n,chicha,ëkï,,,,,
yeni-drink-acnnmlz-1,yab,yeni,,n,drink-ACNNMLZ,yeni ∅,,,,,
wepi-come-ipfv,yab,wepï,,vi,come-IPFV,wepï ∅,,,,,
yolanda-y,yab,yolanda,,n,Y.,yolanda,,,,,
yamanke-make-imp,yab,yamankë,,vt,make-IMP,yaman kë,,,,,
inta-mouth-pert,yab,inta,,n,mouth-PERT,inta ∅,,,,,
tuj-fall,yab,tuj,,ideo,fall,tuj,,,,,
tanejse-3p-bring-pst,yab,tanejse,,vt,3P-bring-PST,ta nej se,,,,,
waijte-head-pert,yab,waijtë,,n,head-PERT,waijtë ∅,,,,,
wejkase-fall-pst,yab,wëjkase,,vi,fall-PST,wëjka se,,,,,
waijterijpe-head-pert-pst,yab,waijtërijpë,,n,head-PERT-PST,waijtë ri jpë,,,,,
tayeneja-3p-eat-meat-neg,yab,tayënëja,,vt,3P-eat(meat)-NEG,ta yënë ja,,,,,
tasojpajpe-3p-take-out-pst,yab,tasojpajpë,,vt,3P-take_out-PST,ta sojpa jpë,,,,,
ante-fish-hook,yab,antë,,n,fish_hook,antë,,,,,
ipiratari-3-silver-pert,yab,ipïratari,,n,3-silver-PERT,i pïrata ri,,,,,
pechine-odorous,yab,pëchine,,adv,odorous,pëchine,,,,,
taitojpe-3p-put-fut,yab,taitojpe,,vt,3P-put-FUT,ta i tojpe,,,,,
tatutojpe-3p-give-fut,yab,tatutojpe,,vt,3P-give-FUT,ta tu tojpe,,,,,
wejtetoj-go-down-circ-nmlz,yab,wëjtëtoj,,n,go_down-CIRC.NMLZ,wëjtë toj,,,,,
penare-ancestor,yab,penarë,,n,ancestor,penarë,,,,,
tayakaramajpe-3p-tell-pst,yab,tayakaramajpë,,vt,3P-tell-PST,ta yakarama jpë,,,,,
yakaramajpe-tell-pst,yab,yakaramajpë,,vt,tell-PST,yakarama jpë,,,,,
wara-thus,yab,wara,,part,thus,wara,,,,,
senkatoj-finish-circ-nmlz,yab,sënkatoj,,n,finish-CIRC.NMLZ,sënka toj,,,,,
empamijpe-learn-pst,yab,ëmpamïjpë,,vi,learn-PST,ëmpamï jpë,,,,,
mare-still-1,yab,marë,,adv,still,marë,,,,,
keyetase-grow-sup,yab,këyetase,,adv,grow-SUP,këyeta se,,,,,
yamanipeke-make-prog-tr,yab,yamanipëkë,,vt,make-PROG.TR,yamani pëkë,,,,,
tiwiti-3-house-pert,yab,tïwïtï,,n,3-house-PERT,t ïwïtï ∅,,,,,
chijtoj-cop-circ-nmlz,yab,chijtoj,,n,COP-CIRC.NMLZ,chij toj,,,,,
nemepeti-leave-plur-ipfv,yab,nëmëpëti,,vt,leave-PLUR-IPFV,nëmë pëti ∅,,,,,
we-kill-ipfv,yab,wë,,vt,kill-IPFV,wë ∅,,,,,
tuja-give-neg,yab,tuja,,vt,give-NEG,tu ja,,,,,
yeremaja-feed-neg,yab,yeremaja,,vt,feed-NEG,yerema ja,,,,,
yamanepike-make-prog-tr,yab,yamanëpïkë,,vt,make-PROG.TR,yamanë pïkë,,,,,
yujwapetipeke-burn-plur-prog-tr,yab,yujwapëtipëkë,,vt,burn-PLUR-PROG.TR,yujwa pëti pëkë,,,,,
tayami-3p-pick-up-ipfv,yab,tayamï,,vt,3P-pick_up-IPFV,ta yamï ∅,,,,,
tayempeka-3p-offend-ipfv,yab,tayëmpëka,,vt,3P-offend-IPFV,ta yëmpëka ∅,,,,,
pachitom-older-sister-of-woman-pl,yab,pachitom,,n,older_sister_of_woman-PL,pachi tom,,,,,
keyatapejse-grow-plur-pst,yab,këyatapëjse,,vi,grow-PLUR-PST,këyata pëj se,,,,,
yemepike-eat-fruits-eggs-soup-prog-tr,yab,yemepïkë,,vt,eat(fruits_eggs_soup)-PROG.TR,yeme pïkë,,,,,
asamopejta-cry-plur-motimp,yab,asamopëjta,,vi,cry-PLUR-MOTIMP,asamo pëj ta,,,,,
pachitomo-older-sister-of-woman-pl,yab,pachitomo,,n,older_sister_of_woman-PL,pachi tomo,,,,,
yamanepeke-make-prog-tr,yab,yamanëpëkë,,vt,make-PROG.TR,yamanë pëkë,,,,,
tayujwapeti-3p-burn-plur-ipfv,yab,tayujwapëti,,vt,3P-burn-PLUR-IPFV,ta yujwa pëti ∅,,,,,
papapijke-father-dim,yab,papapïjkë,,n,father-DIM,papa pïjkë,,,,,
weretaja-arrive-neg,yab,weretaja,,vi,arrive-NEG,wereta ja,,,,,
santo-s,yab,santo,,n,S.,santo,,,,,
taitapeke-3p-hear-prog-tr,yab,taitapëkë,,vt,3P-hear-PROG.TR,ta ita pëkë,,,,,
rui-older-brother,yab,rui,,n,older_brother,rui,,,,,
yakaramake-tell-imp,yab,yakaramakë,,vt,tell-IMP,yakarama kë,,,,,
tayakaramaja-3p-tell-neg,yab,tayakaramaja,,vt,3P-tell-NEG,ta yakarama ja,,,,,
mare-rel-inan-1,yab,marë,,part,REL.INAN,marë,,,,,
tewijna-there-ana,yab,tëwïjna,,adv,there.ANA,tëwïjna,,,,,
tesaj-go-abs-nmlz,yab,tësaj,,n,go-ABS.NMLZ,të saj,,,,,
tonko-play-ipfv,yab,tonko,,vi,play-IPFV,tonko ∅,,,,,
wenkepija-forget-neg,yab,wënkepïja,,vi,forget-NEG,wënkepï ja,,,,,
sawankuija-die-neg,yab,sawankuija,,vi,die-NEG,sawankui ja,,,,,
wejta-come-motimp,yab,wejta,,vi,come-MOTIMP,wej ta,,,,,
penare-before,yab,penarë,,adv,before,penarë,,,,,
jotitomo-hoti-pl,yab,jotitomo,,n,hoti-PL,joti tomo,,,,,
waruwarutomo-hoti-pl,yab,waruwarutomo,,n,hoti-PL,waruwaru tomo,,,,,
yawankatoj-kill-circ-nmlz,yab,yawankatoj,,n,kill-CIRC.NMLZ,yawanka toj,,,,,
yamanpejteke-make-plur-pl-imp,yab,yamanpëjtëkë,,vt,make-PLUR-PL-IMP,yaman pëj të kë,,,,,
poyeno-above-nmlz,yab,poyeno,,n,above-NMLZ,poye no,,,,,
yenepepejteke-send-away-plur-pl-imp,yab,yenepepëjtëkë,,vt,send_away-PLUR-PL-IMP,yenepe pëj të kë,,,,,
joti-hoti,yab,joti,,n,hoti,joti,,,,,
wejtojpano-come-fut-concl,yab,wejtojpano,,vi,come-FUT.CONCL,wej tojpano,,,,,
tajpe-say-pst,yab,tajpë,,vt,say-PST,ta jpë,,,,,
yamantojpe-make-fut,yab,yamantojpe,,vt,make-FUT,yaman tojpe,,,,,
wejpejse-come-plur-pst,yab,wejpëjse,,vi,come-PLUR-PST,wej pëj se,,,,,
tatemeki-3p-defend-ipfv,yab,tatemekï,,vt,3P-defend-IPFV,ta temekï ∅,,,,,
tatemekija-3p-defend-neg,yab,tatemekïja,,vt,3P-defend-NEG,ta temekï ja,,,,,
tampasaj-become-angry-abs-nmlz,yab,tampasaj,,n,become_angry-ABS.NMLZ,tampa saj,,,,,
wesare-kill-imn,yab,wësarë,,vt,kill-IMN,wë sarë,,,,,
tuke-give-imp,yab,tukë,,vt,give-IMP,tu kë,,,,,
yawankasare-kill-imn,yab,yawankasarë,,vt,kill-IMN,yawanka sarë,,,,,
yawankapejse-kill-plur-pst,yab,yawankapëjse,,vt,kill-PLUR-PST,yawanka pëj se,,,,,
yaketepejse-cut-plur-pst,yab,yakëtëpëjse,,vt,cut-PLUR-PST,yakëtë pëj se,,,,,
tanai-3p-do-ipfv,yab,tanai,,vt,3P-do-IPFV,ta nai ∅,,,,,
taperi-3-arm-wing-pert,yab,tapëri,,n,3-arm_wing-PERT,t apë ri,,,,,
inchaj-see-abs-nmlz,yab,inchaj,,n,see-ABS.NMLZ,in chaj,,,,,
pinita-neg,yab,pïnita,,part,NEG,pïnita,,,,,
yanikipeke-call-prog-tr,yab,yanïkïpëkë,,vt,call-PROG.TR,yanïkï pëkë,,,,,
tawe-3p-kill-ipfv,yab,tawë,,vt,3P-kill-IPFV,ta wë ∅,,,,,
yawankase-kill-pst,yab,yawankase,,vt,kill-PST,yawanka se,,,,,
yawono-loc-nmlz,yab,yawono,,n,LOC-NMLZ,yawo no,,,,,
tewisantomojpe-3pro-pl-pst,yab,tëwïsantomojpë,,pn,3PRO-PL-PST,tëwï santomo jpë,,,,,
turu-3-starchy-food-pert,yab,turu,,n,3-starchy_food-PERT,t u ru,,,,,
anajpe-1-3pro-pst,yab,anajpë,,pn,1+3PRO-PST,ana jpë,,,,,
waimuru-language-pert,yab,waimuru,,n,language-PERT,waimu ru,,,,,
tayopose-3p-find-pst,yab,tayopose,,vt,3P-find-PST,ta yopo se,,,,,
yemese-eat-fruits-eggs-soup-sup,yab,yemese,,adv,eat(fruits_eggs_soup)-SUP,yeme se,,,,,
yemepori-eat-fruits-eggs-soup-des-ipfv,yab,yemepori,,vt,eat(fruits_eggs_soup)-DES-IPFV,yeme po ri,,,,,
tainche-3p-see-pst,yab,tainche,,vt,3P-see-PST,ta in che,,,,,
yemepo-eat-fruits-eggs-soup-des-ipfv,yab,yemepo,,vt,eat(fruits_eggs_soup)-DES-IPFV,yeme po ∅,,,,,
takase-3p-take-out-pst,yab,takase,,vt,3P-take_out-PST,ta ka se,,,,,
wejteke-go-down-imp,yab,wëjtëkë,,vi,go_down-IMP,wëjtë kë,,,,,
tayojtojpe-3p-eat-starch-fut,yab,tayojtojpe,,vt,3P-eat(starch)-FUT,ta yoj tojpe,,,,,
nopan-good-nmlz,yab,nopan,,n,good-NMLZ,nop an,,,,,
pitipejsape-paint-plur-pfv,yab,pïtïpëjsapë,,vt,paint-PLUR-PFV,pïtï pëj sapë,,,,,
chipe-caranna,yab,chipë,,n,caranna,chipë,,,,,
piti-paint,yab,pïtï,,ideo,paint,pïtï,,,,,
