ID,Wordform_ID,Example_ID,Index,Parameter_ID
convfemgrme-217-1,chipeke-because,convfemgrme-217,1,
convfemgrme-217-2,tayawankase-3p-kill-pst,convfemgrme-217,2,
convfemgrme-231-0,ente-here-loc,convfemgrme-231,0,
convfemgrme-231-1,meinpo-2-see-des-ipfv,convfemgrme-231,1,
convfemgrme-231-2,jra-neg,convfemgrme-231,2,
convfemgrme-231-3,wire-1pro,convfemgrme-231,3,
convfemgrme-231-4,ya-erg,convfemgrme-231,4,
convfemgrme-232-0,meini-2-see-ipfv,convfemgrme-232,0,
convfemgrme-232-1,wire-1pro,convfemgrme-232,1,
convfemgrme-232-2,ya-erg,convfemgrme-232,2,
convfemgrme-298-0,keyaja-think-neg,convfemgrme-298,0,
convfemgrme-298-1,wire-1pro,convfemgrme-298,1,
histgrme-1-0,majawa-m,histgrme-1,0,
histgrme-1-2,wire-1pro,histgrme-1,2,
histgrme-8-1,jwaka-ill-aq,histgrme-8,1,
histgrme-8-2,tawara-too,histgrme-8,2,
histgrme-8-3,re-emp,histgrme-8,3,
histgrme-10-1,wire-1pro,histgrme-10,1,
histgrme-10-3,intipijke-small,histgrme-10,3,
histgrme-10-4,wire-1pro,histgrme-10,4,
histgrme-17-1,ana-1-3pro,histgrme-17,1,
histgrme-17-2,chi-cop-ipfv,histgrme-17,2,
histgrme-17-3,wejsape-cop-pfv,histgrme-17,3,
histgrme-17-5,wasai-attalea-maripa,histgrme-17,5,
histgrme-83-0,wepiri-come-ipfv,histgrme-83,0,
histgrme-83-1,make-mom,histgrme-83,1,
histgrme-107-0,ana-1-3pro,histgrme-107,0,
ctoaragrme-2-0,tewi-3pro,ctoaragrme-2,0,
ctoaragrme-3-0,aniki-who,ctoaragrme-3,0,
ctoaragrme-4-0,tewi-3pro,ctoaragrme-4,0,
ctoaragrme-4-1,ta-say-ipfv,ctoaragrme-4,1,
ctoaragrme-4-3,ya-erg,ctoaragrme-4,3,
ctoaragrme-25-0,moyochi-spider-sp,ctoaragrme-25,0,
ctoaragrme-25-2,moyochi-spider-sp,ctoaragrme-25,2,
ctoaragrme-25-3,chipokono-because,ctoaragrme-25,3,
ctoaragrme-25-4,kojpaye-at-night,ctoaragrme-25,4,
ctoaragrme-38-0,ire-3ana-inan,ctoaragrme-38,0,
ctoaragrme-38-2,mujyam-pregnancy,ctoaragrme-38,2,
ctoaragrme-38-3,pe-ess,ctoaragrme-38,3,
ctoaragrme-38-4,patakaja-take-out-neg,ctoaragrme-38,4,
ctoaragrme-39-0,apatakaja-come-out-neg,ctoaragrme-39,0,
ctoyucairdi-4-0,sere-bitter-manioc,ctoyucairdi-4,0,
ctoyucairdi-4-2,wire-1pro,ctoyucairdi-4,2,
ctoyucairdi-4-3,neke-cntr,ctoyucairdi-4,3,
ctoyucairdi-4-4,ne-ints,ctoyucairdi-4,4,
desccasagrme-2-2,oki-chicha,desccasagrme-2,2,
desccasagrme-2-6,ya-erg,desccasagrme-2,6,
desccasagrme-28-0,tewi-3pro,desccasagrme-28,0,
desccasagrme-28-1,nwajtenepeke-dance-prog-intr,desccasagrme-28,1,
descokigrme-5-1,tajtoj-say-circ-nmlz,descokigrme-5,1,
descokigrme-53-0,wire-1pro,descokigrme-53,0,
conv1stenc-1-0,toto-non-indian,conv1stenc-1,0,
conv1stenc-1-1,wejsaj-cop-abs-nmlz,conv1stenc-1,1,
conv1stenc-1-2,yawe-loc,conv1stenc-1,2,
conv1stenc-1-3,ti-hsy,conv1stenc-1,3,
conv1stenc-2-0,kwase-how,conv1stenc-2,0,
conv1stenc-2-1,ne-ints,conv1stenc-2,1,
conv1stenc-2-2,wepijpe-come-pst,conv1stenc-2,2,
conv1stenc-2-3,konton-pl,conv1stenc-2,3,
conv1stenc-2-4,ti-hsy,conv1stenc-2,4,
conv1stenc-2-5,ta-like,conv1stenc-2,5,
conv1stenc-12-0,ron-rum,conv1stenc-12,0,
conv1stenc-12-2,ta-say-ipfv,conv1stenc-12,2,
conv1stenc-12-3,ta-like,conv1stenc-12,3,
conv1stenc-28-0,wejkaja-fall-neg,conv1stenc-28,0,
conv1stenc-28-1,ana-1-3pro,conv1stenc-28,1,
conv1stenc-28-3,neke-cntr,conv1stenc-28,3,
conv1stenc-28-4,ne-ints,conv1stenc-28,4,
conv1stenc-123-0,wurijyantomo-woman-pl,conv1stenc-123,0,
conv1stenc-123-1,re-emp,conv1stenc-123,1,
convsuenmaj-4-0,wire-1pro,convsuenmaj-4,0,
convsuenmaj-4-1,sejpejse-dream-pst,convsuenmaj-4,1,
convsuenmaj-4-2,nope-good,convsuenmaj-4,2,
convsuenmaj-4-3,jra-neg,convsuenmaj-4,3,
convsuenmaj-47-0,e-e-yes,convsuenmaj-47,0,
convsuenmaj-47-2,tayakarama-3p-tell-ipfv,convsuenmaj-47,2,
convamgu-1-0,kajke-say-imp,convamgu-1,0,
convamgu-1-1,se-eval,convamgu-1,1,
convamgu-1-2,wa-thus,convamgu-1,2,
convamgu-1-3,re-emp,convamgu-1,3,
convamgu-5-1,muku-child,convamgu-5,1,
convamgu-5-2,tase-say-pst,convamgu-5,2,
convamgu-5-3,ta-like,convamgu-5,3,
convamgu-5-4,make-mom,convamgu-5,4,
convamgu-5-5,pano-fmr,convamgu-5,5,
convamgu-7-0,tototomo-non-indian-pl,convamgu-7,0,
convamgu-7-2,yaka-all,convamgu-7,2,
convamgu-7-3,meteja-2-go-neg,convamgu-7,3,
convamgu-10-1,yakere-lk-with,convamgu-10,1,
convamgu-10-2,sukase-all,convamgu-10,2,
convamgu-101-0,ente-here-loc,convamgu-101,0,
convamgu-101-1,ma-rst,convamgu-101,1,
convamgu-101-2,wire-1pro,convamgu-101,2,
convamgu-101-4,chipokono-because,convamgu-101,4,
convhistfamsjm-1-0,ekete-where,convhistfamsjm-1,0,
convhistfamsjm-1-1,sa-eval,convhistfamsjm-1,1,
convhistfamsjm-1-2,mokontomo-2pl-pro,convhistfamsjm-1,2,
convhistfamsjm-1-3,chijpe-cop-pst-acnnmlz,convhistfamsjm-1,3,
convhistfamsjm-2-0,irejpe-then,convhistfamsjm-2,0,
convhistfamsjm-2-2,wejtetoj-go-down-circ-nmlz,convhistfamsjm-2,2,
convhistfamsjm-2-5,aaa-ah,convhistfamsjm-2,5,
convhistfamsjm-5-2,mechijpe-2-cop-pst,convhistfamsjm-5,2,
convhistfamsjm-5-3,yawe-loc,convhistfamsjm-5,3,
convhistfamsjm-9-0,irejpe-then,convhistfamsjm-9,0,
convhistfamsjm-9-1,tewi-3pro,convhistfamsjm-9,1,
convhistfamsjm-9-2,mijna-there-all,convhistfamsjm-9,2,
convhistfamsjm-9-3,wa-thus,convhistfamsjm-9,3,
convhistfamsjm-9-4,re-emp,convhistfamsjm-9,4,
convhistfamsjm-13-0,tewi-3pro,convhistfamsjm-13,0,
convhistfamsjm-13-1,ma-rst,convhistfamsjm-13,1,
convhistfamsjm-13-2,taki-cnfrm,convhistfamsjm-13,2,
convhistfamsjm-13-4,chijpe-cop-pst-acnnmlz,convhistfamsjm-13,4,
convhistfamsjm-13-6,kwa-how,convhistfamsjm-13,6,
convhistfamsjm-13-8,senkatoj-finish-circ-nmlz,convhistfamsjm-13,8,
convhistfamsjm-15-0,kwase-how,convhistfamsjm-15,0,
convhistfamsjm-15-1,meempamijpe-2-learn-pst,convhistfamsjm-15,1,
convhistfamsjm-15-2,ejne-1-2pro,convhistfamsjm-15,2,
convhistfamsjm-15-4,yaye-loc,convhistfamsjm-15,4,
convhistfamsjm-23-0,kajke-say-imp,convhistfamsjm-23,0,
convhistfamsjm-23-1,tewi-3pro,convhistfamsjm-23,1,
convhistfamsjm-59-2,ana-1-3pro,convhistfamsjm-59,2,
convhistfamsjm-59-6,wanene-aunt,convhistfamsjm-59,6,
convhistfamsjm-59-7,pano-fmr,convhistfamsjm-59,7,
convhistfamsjm-59-8,yakere-lk-with,convhistfamsjm-59,8,
convhistfamsjm-92-0,tewijpe-3pro-pst,convhistfamsjm-92,0,
convhistfamsjm-92-1,tewisantomo-3pro-pl,convhistfamsjm-92,1,
convhistfamsjm-92-2,taki-cnfrm,convhistfamsjm-92,2,
convhistfamsjm-92-3,papa-father,convhistfamsjm-92,3,
convhistfamsjm-92-4,pano-fmr,convhistfamsjm-92,4,
convhistfamsjm-92-5,ma-rst,convhistfamsjm-92,5,
convhistfamsjm-92-6,tayakarama-3p-tell-ipfv,convhistfamsjm-92,6,
convhistfamsjm-92-7,wejsape-cop-pfv,convhistfamsjm-92,7,
convhistfamsjm-92-8,minte-there-loc,convhistfamsjm-92,8,
convhistfamsjm-92-9,wire-1pro,convhistfamsjm-92,9,
convhistfamsjm-92-10,chi-cop-ipfv,convhistfamsjm-92,10,
convhistfamsjm-92-11,wejsape-cop-pfv,convhistfamsjm-92,11,
convhistfamsjm-92-12,muku-child,convhistfamsjm-92,12,
convhistfamsjm-92-14,wire-1pro,convhistfamsjm-92,14,
convhistfamsjm-92-15,chi-cop-acnnmlz,convhistfamsjm-92,15,
convhistfamsjm-92-16,yawe-loc,convhistfamsjm-92,16,
convhistfamsjm-238-0,irejpe-then,convhistfamsjm-238,0,
convhistfamsjm-238-2,re-emp,convhistfamsjm-238,2,
convhistfamsjm-238-3,meempamijpe-2-learn-pst,convhistfamsjm-238,3,
convhistfamsjm-238-6,ti-hsy,convhistfamsjm-238,6,
convhistfamsjm-244-0,toto-non-indian,convhistfamsjm-244,0,
convhistfamsjm-244-2,yaye-loc,convhistfamsjm-244,2,
convhistfamsjm-244-3,jra-neg,convhistfamsjm-244,3,
ctorat-1-0,make-mom,ctorat-1,0,
ctorat-1-1,ya-erg,ctorat-1,1,
ctorat-1-2,ta-say-ipfv,ctorat-1,2,
ctorat-1-3,taji-foc,ctorat-1,3,
ctorat-1-4,re-emp,ctorat-1,4,
ctorat-2-0,waijta-mouse,ctorat-2,0,
ctorat-3-0,enijpete-one,ctorat-3,0,
ctorat-3-1,re-emp,ctorat-3,1,
ctorat-3-2,waraijtokomo-man,ctorat-3,2,
ctorat-3-3,ijtese-3-go-pst,ctorat-3,3,
ctorat-3-4,ti-hsy,ctorat-3,4,
ctorat-3-5,mijna-there-all,ctorat-3,5,
ctorat-3-6,teijpo-far-1,ctorat-3,6,
ctorat-3-7,winijse-sleep-sup,ctorat-3,7,
ctorat-4-0,yutu-forest,ctorat-4,0,
ctorat-4-1,yaka-all,ctorat-4,1,
ctorat-6-0,winijse-sleep-pst,ctorat-6,0,
ctorat-16-0,irejpe-then,ctorat-16,0,
ctorat-16-1,tewi-3pro,ctorat-16,1,
ctorat-16-2,waijtatomo-mouse-pl,ctorat-16,2,
ctorat-16-3,nwajteri-dance-ipfv,ctorat-16,3,
ctorat-19-0,pirare-neg-exist,ctorat-19,0,
ctorat-19-1,ti-hsy,ctorat-19,1,
ctorat-19-2,iwenaru-3-vomit-pert,ctorat-19,2,
ctorat-19-3,wejsape-cop-pfv,ctorat-19,3,
ctorat-23-0,aaa-ah,ctorat-23,0,
ctorat-23-1,usukuru-1-urine-pert,ctorat-23,1,
ctorat-23-2,morone-hurting,ctorat-23,2,
ctorat-23-3,ta-like,ctorat-23,3,
ctorat-23-4,wire-1pro,ctorat-23,4,
ctorat-23-5,usujta-1-urinate-ipfv,ctorat-23,5,
ctorat-23-6,ta-like,ctorat-23,6,
ctorat-23-7,ne-ints,ctorat-23,7,
ctorat-25-0,irejpe-then,ctorat-25,0,
ctorat-25-1,ta-say-ipfv,ctorat-25,1,
ctorat-25-2,ti-hsy,ctorat-25,2,
ctorat-25-3,ta-like,ctorat-25,3,
ctorat-25-4,konopo-rain,ctorat-25,4,
ctorat-25-5,wejsare-come-imn,ctorat-25,5,
ctorat-25-6,konopo-rain,ctorat-25,6,
ctorat-25-7,wejsare-come-imn,ctorat-25,7,
ctorat-30-0,tipase-go-in-group-pst,ctorat-30,0,
ctorat-30-1,kontomo-pl,ctorat-30,1,
ctorat-30-2,wa-thus,ctorat-30,2,
ctorat-30-3,re-emp,ctorat-30,3,
ctorat-30-4,irejpe-then,ctorat-30,4,
ctorat-30-5,pirare-neg-exist,ctorat-30,5,
ctorat-40-0,tipapejse-go-in-group-plur-pst,ctorat-40,0,
ctorat-40-1,jne-pl,ctorat-40,1,
ctorat-40-2,waijta-mouse,ctorat-40,2,
ctorat-40-3,jne-pl,ctorat-40,3,
ctorat-45-0,waraijtokon-man,ctorat-45,0,
ctorat-45-1,maniki-rel-anim,ctorat-45,1,
ctorat-45-2,irejpe-then,ctorat-45,2,
ctorat-45-3,ijtese-3-go-pst,ctorat-45,3,
ctorat-46-0,tiwij-3-house-pert,ctorat-46,0,
ctorat-46-1,yaka-all,ctorat-46,1,
ctorat-46-2,waraijtokomo-man,ctorat-46,2,
ctovarmafl-2-0,ochi-o,ctovarmafl-2,0,
ctovarmafl-2-1,tajtoj-say-circ-nmlz,ctovarmafl-2,1,
ctovarmafl-2-2,maniki-rel-anim,ctovarmafl-2,2,
ctovarmafl-2-3,ochi-o,ctovarmafl-2,3,
ctovarmafl-2-4,ti-hsy,ctovarmafl-2,4,
ctovarmafl-2-5,meki-3-anim-dist,ctovarmafl-2,5,
ctovarmafl-2-6,mayawaka-m,ctovarmafl-2,6,
ctovarmafl-2-7,yakino-lk-younger-brother-pert,ctovarmafl-2,7,
ctovarmafl-3-0,wa-thus,ctovarmafl-3,0,
ctovarmafl-3-1,re-emp,ctovarmafl-3,1,
ctovarmafl-3-3,seni-prox-inan,ctovarmafl-3,3,
ctovarmafl-3-4,nono-earth,ctovarmafl-3,4,
ctovarmafl-4-1,chi-cop-acnnmlz,ctovarmafl-4,1,
ctovarmafl-4-2,yawe-loc,ctovarmafl-4,2,
ctovarmafl-28-1,pare-also,ctovarmafl-28,1,
ctovarmafl-28-2,waraijto-husband,ctovarmafl-28,2,
ctovarmafl-28-3,asake-two,ctovarmafl-28,3,
ctovarmafl-28-4,ma-rst,ctovarmafl-28,4,
ctovarmafl-28-6,mukukem-child-prop-nmlz,ctovarmafl-28,6,
ctovarmafl-28-9,re-emp,ctovarmafl-28,9,
ctovarmafl-28-10,ta-say-acnnmlz,ctovarmafl-28,10,
ctovarmafl-28-12,n-ints,ctovarmafl-28,12,
ctovarmafl-28-13,taji-foc,ctovarmafl-28,13,
ctovarmafl-28-14,re-emp,ctovarmafl-28,14,
ctovarmafl-28-15,papa-father,ctovarmafl-28,15,
ctovarmafl-28-16,pano-fmr,ctovarmafl-28,16,
ctovarmafl-32-0,wa-thus,ctovarmafl-32,0,
ctovarmafl-32-1,re-emp,ctovarmafl-32,1,
ctovarmafl-32-2,wepi-come-acnnmlz,ctovarmafl-32,2,
ctovarmafl-32-3,yawe-loc,ctovarmafl-32,3,
ctovarmafl-36-0,aaa-ah,ctovarmafl-36,0,
ctovarmafl-36-1,ijtari-3-foot-pert,ctovarmafl-36,1,
ctovarmafl-36-2,jra-neg,ctovarmafl-36,2,
ctovarmafl-44-2,tainche-3p-see-pst,ctovarmafl-44,2,
ctovarmafl-283-0,tewi-3pro,ctovarmafl-283,0,
ctovarmafl-283-1,ke-ins,ctovarmafl-283,1,
ctovarmafl-283-2,ma-rst,ctovarmafl-283,2,
ctovarmafl-283-4,wire-1pro,ctovarmafl-283,4,
ctovarmafl-283-5,ya-erg,ctovarmafl-283,5,
ctovarmafl-283-6,ta-say-ipfv,ctovarmafl-283,6,
ctovarmafl-283-7,ti-hsy,ctovarmafl-283,7,
ctovarmafl-283-8,ta-like,ctovarmafl-283,8,
ctovarmafl-324-0,michi-med-anim,ctovarmafl-324,0,
ctovarmafl-324-1,ma-rst,ctovarmafl-324,1,
ctovarmafl-324-2,meyapejjrama-2-grab-proh,ctovarmafl-324,2,
ctovarmafl-443-0,mepana-2-dat,ctovarmafl-443,0,
ctovarmafl-443-1,ma-rst,ctovarmafl-443,1,
ctovarmafl-443-2,tataja-3p-say-neg,ctovarmafl-443,2,
histpajirdi-1-2,ma-rst,histpajirdi-1,2,
histpajirdi-11-0,mewe-2-kill-ipfv,histpajirdi-11,0,
histpajirdi-11-1,wire-1pro,histpajirdi-11,1,
histpajirdi-11-2,ya-erg,histpajirdi-11,2,
histpajirdi-11-4,ti-hsy,histpajirdi-11,4,
histpajirdi-11-5,wejsaj-cop-pfv,histpajirdi-11,5,
histpajirdi-13-0,ire-3ana-inan,histpajirdi-13,0,
histpajirdi-13-1,wa-thus,histpajirdi-13,1,
histpajirdi-13-2,chipeke-because,histpajirdi-13,2,
histpajirdi-18-0,wire-1pro,histpajirdi-18,0,
histpajirdi-18-1,peke-about,histpajirdi-18,1,
histpajirdi-18-2,metampa-2-become-angry-ipfv,histpajirdi-18,2,
histpajirdi-18-3,yawe-loc,histpajirdi-18,3,
histpajirdi-18-4,meweseyu-2-be-brave-ipfv,histpajirdi-18,4,
histpajirdi-18-5,yawe-loc,histpajirdi-18,5,
histpajirdi-18-7,yawe-loc,histpajirdi-18,7,
histpajirdi-114-0,metojpa-2-hit-ipfv,histpajirdi-114,0,
histpajirdi-114-1,wire-1pro,histpajirdi-114,1,
histpajirdi-131-1,nankase-find-pst,histpajirdi-131,1,
histpajirdi-131-2,takerejtomo-3-relative-pert-pl,histpajirdi-131,2,
histpajirdi-131-3,ya-erg,histpajirdi-131,3,
histpajirdi-186-1,peti-leg,histpajirdi-186,1,
histpajirdi-186-2,wa-thus,histpajirdi-186,2,
histpajirdi-186-3,re-emp,histpajirdi-186,3,
histyarirdi-1-0,wa-thus,histyarirdi-1,0,
histyarirdi-1-1,re-emp,histyarirdi-1,1,
histyarirdi-1-2,kajke-say-imp,histyarirdi-1,2,
histyarirdi-1-3,me-pol,histyarirdi-1,3,
histyarirdi-5-0,irejpe-then,histyarirdi-5,0,
histyarirdi-5-2,yipi-mountain,histyarirdi-5,2,
histyarirdi-5-3,peke-about,histyarirdi-5,3,
histyarirdi-5-4,ma-rst,histyarirdi-5,4,
histyarirdi-6-1,ta-say-ipfv,histyarirdi-6,1,
histyarirdi-6-2,wire-1pro,histyarirdi-6,2,
histyarirdi-7-0,ana-1-3pro,histyarirdi-7,0,
histyarirdi-7-4,peke-about,histyarirdi-7,4,
histyarirdi-7-5,ana-1-3pro,histyarirdi-7,5,
histyarirdi-8-0,nwa-thus,histyarirdi-8,0,
histyarirdi-8-1,re-emp,histyarirdi-8,1,
histyarirdi-8-2,taki-cnfrm,histyarirdi-8,2,
histyarirdi-8-3,ana-1-3pro,histyarirdi-8,3,
histyarirdi-8-5,tewi-3pro,histyarirdi-8,5,
histyarirdi-12-0,mokontomo-2pl-pro,histyarirdi-12,0,
histyarirdi-12-1,ne-ints,histyarirdi-12,1,
